osm_id,code,fclass,name,latitude,longitude
6738977703,5601,railway_station,Devaliya,71,23
6738978951,5601,railway_station,Khakhrechi,71,23
6739003628,5601,railway_station,Wadharva,71,23
6739494937,5601,railway_station,Patdi,72,23
6739879670,5601,railway_station,Moti Khawdi,70,22
6739882352,5601,railway_station,Bedeshwar Windmill,70,23
6746120126,5601,railway_station,Gop Jam,70,22
6746899790,5601,railway_station,Ranavav,70,22
6746963285,5601,railway_station,Aditpara,70,22
6747112569,5601,railway_station,Kathana,73,22
6748855446,5601,railway_station,Pandori,73,22
6748879098,5601,railway_station,Kalitalavadi,73,22
6757647512,5601,railway_station,Dabhou,73,23
6757736378,5601,railway_station,Vina,73,23
6758793148,5601,railway_station,Sanathal,72,23
6759274176,5601,railway_station,Moraiya,72,23
6759428796,5601,railway_station,Matoda,72,23
6759458893,5601,railway_station,Saljida,72,23
6759461164,5601,railway_station,Lothal Bhurkhi,72,23
6759500322,5601,railway_station,Hadala Bhal,72,22
6759527039,5601,railway_station,Dhandhuka,72,22
6759527369,5601,railway_station,Tagdi,72,22
6759583894,5601,railway_station,Chandarwa,72,22
6759601850,5601,railway_station,Alau,72,22
6759603888,5601,railway_station,Sarangpur Road,72,22
6762201983,5601,railway_station,Ranpur,72,22
6762202232,5601,railway_station,Ningala,72,22
6762206271,5601,railway_station,Ujalvav,72,22
6762215842,5601,railway_station,Alampur,72,22
6762221882,5601,railway_station,Kundali,72,22
6762223626,5601,railway_station,Chuda,72,22
6762226369,5601,railway_station,Lathidad,72,22
6762251925,5601,railway_station,Sanosara,72,22
6763969567,5601,railway_station,Khakhriya,71,22
6763985713,5601,railway_station,Lathi,71,22
6763995811,5601,railway_station,Ingorala,72,22
6764025143,5601,railway_station,Jaliya,72,22
6764129178,5601,railway_station,Supedi,70,22
6764785291,5601,railway_station,Bhayavadar,70,22
6764937200,5601,railway_station,Katkola,70,22
6765096187,5601,railway_station,Liliya Mota,71,22
6765102843,5601,railway_station,Damnagar,72,22
6765403960,5601,railway_station,Vijpadi Road,71,21
6765418756,5601,railway_station,Gadhakda,71,21
6765495693,5601,railway_station,Charodia,71,21
6765702717,5601,railway_station,Sajiyavadar,71,21
6765703413,5601,railway_station,Bhader,71,21
6765731677,5601,railway_station,Savni,70,21
6765754087,5601,railway_station,Satadhar,71,21
6765758309,5601,railway_station,Kansiya Nes,71,21
6765764157,5601,railway_station,Chitravad,71,21
6765949818,5601,railway_station,Prachi Road Junction,71,21
6766565633,5601,railway_station,Palitana,72,22
6767211942,5601,railway_station,Trapaj Bungalow,72,21
6769386846,5601,railway_station,Talaja,72,21
6770089004,5601,railway_station,Makansar,71,23
6770108123,5601,railway_station,Nazarbag,71,23
6770759704,5601,railway_station,Barwala Road,71,23
6770769599,5601,railway_station,Navlakhi,70,23
6770771693,5601,railway_station,Lavanpur,71,23
6773356159,5601,railway_station,Virpur,71,22
6773404970,5601,railway_station,Semla,71,22
6773452784,5601,railway_station,Vadal,70,22
6775510378,5601,railway_station,Adari Road,70,21
6777728488,5601,railway_station,Bilkha,71,21
7105216112,5601,railway_station,Devgam,72,24
7105218422,5601,railway_station,Garmadi,71,24
7105218535,5601,railway_station,Vaghpura,71,24
7105218540,5601,railway_station,Varahi,71,24
7105218545,5601,railway_station,Piplee,72,24
7105218676,5601,railway_station,Mitha,72,24
7105218699,5601,railway_station,Santalpur,71,24
7105221836,5601,railway_station,Dhanakwada,72,24
7105222090,5601,railway_station,Lakhpat,71,24
7105222091,5601,railway_station,Mothala,69,23
7105222092,5601,railway_station,Bhachau,70,23
7105222093,5601,railway_station,Anjar,70,23
7105222094,5601,railway_station,Sanosara,69,23
7105222100,5601,railway_station,Samakhyali Junction,71,23
7105222101,5601,railway_station,Kukma,70,23
7105222102,5601,railway_station,Madhapar Road,70,23
7105222103,5601,railway_station,Naliya Cantt,69,23
7105222105,5601,railway_station,Sapda,70,23
7105222106,5601,railway_station,Bhadreshwar Road,70,23
7105222110,5601,railway_station,Mundra Airport Road,70,23
7105222127,5601,railway_station,Surbari,71,23
7105222129,5601,railway_station,Navinal,70,23
7105222149,5601,railway_station,Bhutakiya Bhimasar,71,24
7105222152,5601,railway_station,Padampur,71,24
7105222154,5601,railway_station,Adesar,71,24
7105222156,5601,railway_station,Dhanvala Vada,69,23
7105222157,5601,railway_station,Sukhpur Roha,69,23
7105222160,5601,railway_station,Bhuj,70,23
7105222164,5601,railway_station,Ratnal,70,23
7105222166,5601,railway_station,Shivalakha,71,23
7105222167,5601,railway_station,Devalia Road,70,23
7105222168,5601,railway_station,Chirai,70,23
7105222169,5601,railway_station,Lakadiya,71,23
7105222170,5601,railway_station,Chitrod,71,23
7105222171,5601,railway_station,Naliya,69,23
7105222174,5601,railway_station,Deshalpar,69,23
7105222175,5601,railway_station,Vasai Third Road,70,23
7105222177,5601,railway_station,Kothara,69,23
7105222178,5601,railway_station,Kidiyanagar,71,23
7105222179,5601,railway_station,Bhimasar,70,23
7105222180,5601,railway_station,Sukhpur,70,23
7105222181,5601,railway_station,Katariya,71,23
7105222184,5601,railway_station,Gandhidham Junction,70,23
7105222185,5601,railway_station,Vondh,70,23
7105222186,5601,railway_station,Adipur Junction,70,23
7112558998,5601,railway_station,Diyodar,72,24
7112559007,5601,railway_station,Bhabhar,72,24
7112559008,5601,railway_station,Chalvada,72,24
7112559009,5601,railway_station,Radhanpur,72,24
7112559011,5601,railway_station,Chhansara,71,24
7112559012,5601,railway_station,Piprala,71,24
7116591942,5601,railway_station,Bharuch Station,73,22
7394362717,5601,railway_station,Vavaniya,71,23
7556326461,5601,railway_station,Chandkheda Road,73,23
7579486012,5601,railway_station,Ancheli,73,21
7944287415,5601,railway_station,Kalupur Railway Station,73,23
